iter	RMSE
268	0.02018479243
269	0.02018157038
270	0.02017852499
271	0.02017537252
272	0.02017227904
273	0.02016932152
274	0.02016650026
275	0.02016352948
276	0.02016059768
277	0.02015785531
278	0.02015521919
279	0.02015257245
280	0.02015000792
281	0.02014724274
282	0.02014456138
283	0.02014193336
284	0.02013930892
285	0.02013693865
286	0.02013420099
287	0.02013178798
288	0.02012943795
289	0.02012707455
290	0.02012478291
291	0.02012250251
292	0.02012039022
293	0.0201182325
294	0.02011613029
295	0.0201140086
296	0.02011198986
297	0.02010972714
298	0.02010775386
299	0.02010572402
300	0.0201037872
301	0.02010179685
302	0.02009989257
303	0.02009805202
304	0.02009626572
305	0.02009442645
306	0.02009265709
307	0.02009092163
308	0.02008916172
309	0.0200873401
310	0.02008551748
311	0.02008386006
312	0.02008223604
313	0.02008056875
314	0.02007897778
315	0.02007723378
316	0.02007566671
317	0.02007411717
318	0.02007265396
319	0.02007127389
320	0.02006980258
321	0.02006838338
322	0.02006697147
323	0.02006551321
324	0.02006384463
325	0.02006230979
326	0.02006072914
327	0.02005937571
328	0.02005791129
329	0.02005662029
330	0.02005532324
331	0.02005397361
332	0.0200525797
333	0.02005138743
334	0.02005020728
335	0.020049059
336	0.02004784452
337	0.02004673297
338	0.02004560686
339	0.02004458453
340	0.02004321023
341	0.02004215804
342	0.02004101252
343	0.02003983094
344	0.02003868043
345	0.02003750651
346	0.02003650309
347	0.02003549157
348	0.02003452306
349	0.02003359276
350	0.02003262557
351	0.02003161729
352	0.0200306982
353	0.02002982225
354	0.02002877645
355	0.0200277263
356	0.02002677387
357	0.020025923
358	0.02002511864
359	0.02002427099
360	0.02002342632
361	0.0200224474
362	0.02002150718
363	0.02002046513
364	0.02001951077
365	0.02001877526
366	0.02001785843
367	0.02001670709
368	0.02001591775
369	0.0200151544
370	0.02001439631
371	0.02001354986
372	0.02001283366
373	0.02001191364
374	0.02001098334
375	0.0200103728
376	0.02000960376
377	0.02000889592
378	0.02000799518
379	0.02000710493
380	0.02000645539
381	0.02000574402
382	0.02000480733
383	0.02000407263
384	0.02000340638
385	0.02000264273
386	0.02000204179
387	0.0200013854
388	0.0200007116
389	0.02000011553
390	0.01999953976
391	0.01999890304
392	0.01999825172
393	0.01999757975
394	0.01999688894
395	0.01999627088
396	0.01999547189
397	0.01999469654
398	0.01999407458
399	0.01999339796
400	0.0199928727
401	0.01999217599
402	0.01999158241
403	0.01999099085
404	0.01999033078
405	0.01998979692
406	0.01998921448
407	0.01998868234
408	0.01998799672
409	0.01998749625
410	0.01998689154
411	0.01998614351
412	0.01998571653
413	0.01998488791
414	0.019984391
415	0.01998362701
416	0.01998313877
417	0.01998266132
418	0.01998219412
419	0.01998159784
420	0.01998112406
421	0.01998055628
422	0.01998003375
423	0.01997936406
424	0.01997880817
425	0.01997820003
426	0.01997764009
427	0.01997723751
428	0.01997680946
429	0.01997637821
430	0.01997566105
431	0.01997519064
432	0.01997463431
433	0.01997430743
434	0.01997386167
435	0.01997343661
436	0.01997300796
437	0.01997255087
438	0.01997208888
439	0.01997167852
440	0.01997117149
441	0.01997082797
442	0.01997020655
443	0.019969956
444	0.01996958597
445	0.01996924355
446	0.019968558
447	0.01996802343
448	0.01996755363
449	0.01996709721
450	0.01996654148
451	0.01996617219
452	0.01996583733
453	0.01996544526
454	0.01996489701
455	0.01996450278
456	0.01996394641
457	0.0199635956
458	0.01996313231
459	0.01996275059
460	0.0199623224
461	0.0199619411
462	0.01996142762
463	0.01996096307
464	0.01996067363
465	0.01996027448
466	0.01995995215
467	0.01995950881
468	0.01995884971
469	0.01995844666
470	0.01995799546
471	0.01995770325
472	0.01995731543
473	0.01995693039
474	0.0199565762
475	0.01995637516
476	0.01995601806
477	0.01995574879
478	0.0199553226
479	0.01995485685
480	0.01995454706
481	0.01995418661
482	0.01995384245
483	0.01995353212
484	0.01995310257
485	0.01995242874
486	0.01995196612
487	0.01995160361
488	0.01995108568
489	0.01995073491
490	0.01995037486
491	0.0199500408
492	0.01994971534
493	0.01994944814
494	0.01994914151
495	0.01994858266
496	0.01994813661
497	0.01994781186
498	0.01994746617
499	0.01994726579
500	0.01994701648
501	0.01994679697
502	0.01994643678
503	0.01994599632
504	0.01994575533
505	0.01994541946
506	0.01994510947
507	0.01994484476
508	0.01994451627
509	0.0199440881
510	0.01994378217
511	0.01994318579
512	0.01994287534
513	0.0199424693
514	0.01994218006
515	0.01994198637
516	0.01994165177
517	0.01994139642
518	0.01994107284
519	0.01994083213
520	0.01994031738
521	0.01993994354
522	0.01993959912
523	0.0199391633
524	0.01993889824
525	0.01993854145
526	0.01993814668
527	0.01993782994
528	0.01993757675
529	0.0199372305
530	0.01993694898
531	0.01993651557
532	0.01993601233
533	0.01993569055
534	0.0199352413
535	0.01993486738
536	0.01993459955
537	0.01993445879
538	0.01993412365
539	0.01993375635
540	0.01993357326
541	0.01993317276
542	0.01993299409
543	0.01993261558
544	0.01993245862
545	0.01993216388
546	0.0199318644
547	0.01993153963
548	0.01993130363
549	0.01993101026
550	0.01993063155
551	0.01993029878
552	0.01992994334
553	0.01992974228
554	0.01992932162
555	0.01992892913
556	0.01992872956
557	0.01992846898
558	0.01992824311
559	0.01992776976
560	0.01992738025
561	0.01992714393
562	0.01992687248
563	0.01992660608
564	0.01992631845
565	0.01992580627
566	0.01992561415
567	0.01992513329
568	0.01992483559
569	0.01992458979
570	0.01992424551
571	0.01992393851
572	0.01992360759
573	0.01992321166
574	0.01992289404
575	0.01992261653
576	0.01992238269
577	0.0199221496
578	0.01992191094
579	0.01992140248
580	0.01992112648
581	0.01992073208
582	0.01992046584
583	0.0199199956
584	0.01991970827
585	0.01991938219
586	0.01991907928
587	0.01991883122
588	0.01991842813
589	0.01991822255
590	0.01991795051
591	0.01991752507
592	0.01991736005
593	0.01991699351
594	0.01991666992
595	0.01991648841
596	0.01991618975
597	0.01991604972
598	0.01991579728
599	0.01991551085
600	0.01991524838
601	0.01991495676
602	0.01991444988
603	0.01991416088
604	0.01991378291
605	0.01991350071
606	0.01991322312
607	0.01991285965
608	0.01991244303
609	0.01991216035
610	0.01991193066
611	0.01991171907
612	0.01991142324
613	0.01991104059
614	0.01991066635
615	0.01991048629
616	0.01991010054
617	0.01990980627
618	0.01990956893
619	0.01990915293
620	0.01990899374
621	0.01990865957
622	0.01990851703
623	0.01990832224
624	0.01990803219
625	0.01990757434
626	0.01990749887
627	0.01990691587
628	0.01990673033
629	0.01990643241
630	0.01990601531
631	0.01990582488
632	0.0199054973
633	0.01990530774
634	0.01990492244
635	0.0199045956
636	0.0199043227
637	0.01990397993
638	0.01990378966
639	0.0199034197
